1	2	37
1	3	10
1	4	8
1	5	4
1	6	4
1	7	1
1	8	1
1	9	1
1	10	1
1	11	3
1	12	1
1	14	1
1	16	1
1	17	1
1	18	1
1	20	1
1	21	1
1	22	2
1	25	1
1	26	2
1	27	1
1	28	2
1	29	3
1	30	2
1	31	2
1	33	2
1	37	2
1	38	1
1	39	1
1	41	1
1	42	1
1	44	3
1	45	1
1	47	3
1	49	1
1	51	1
1	52	1
1	53	1
1	62	1
1	64	1
1	66	2
1	68	3
1	69	1
1	72	4
1	73	5
1	75	1
1	76	1
1	77	1
1	81	1
1	82	1
1	88	1
1	89	1
1	93	2
1	94	1
1	96	3
1	99	2
1	100	2
1	102	1
1	106	2
1	120	1
1	128	1
1	131	1
1	149	1
1	151	1
1	154	1
1	159	4
2	3	107
2	4	17
2	5	4
2	6	10
2	7	2
2	8	5
2	10	5
2	11	1
2	12	1
2	13	2
2	15	2
2	17	1
2	18	2
2	19	1
2	23	2
2	24	4
2	26	2
2	27	2
2	28	3
2	29	2
2	30	2
2	31	3
2	33	4
2	34	2
2	35	1
2	36	3
2	38	3
2	43	4
2	44	1
2	45	1
2	46	1
2	48	2
2	49	1
2	50	1
2	51	1
2	62	2
2	64	1
2	66	1
2	70	1
2	71	1
2	73	3
2	74	2
2	76	1
2	88	1
2	91	1
2	92	1
2	93	2
2	94	1
2	99	2
2	100	2
2	101	1
2	102	4
2	103	1
2	105	1
2	106	1
2	117	1
2	122	1
2	123	1
2	124	1
2	126	1
2	129	1
2	130	2
2	131	2
2	135	1
2	137	1
2	149	2
2	151	2
2	155	1
2	157	2
2	158	1
3	4	130
3	5	36
3	6	14
3	7	9
3	8	4
3	9	3
3	11	1
3	12	2
3	15	1
3	17	1
3	18	1
3	19	2
3	21	3
3	22	2
3	23	2
3	24	4
3	25	2
3	26	3
3	27	2
3	29	9
3	30	5
3	31	3
3	32	5
3	33	3
3	34	3
3	36	2
3	37	4
3	38	3
3	39	2
3	40	3
3	42	1
3	43	2
3	44	2
3	45	6
3	46	3
3	48	1
3	49	1
3	51	1
3	56	1
3	57	1
3	62	1
3	66	2
3	70	2
3	71	1
3	72	1
3	74	5
3	75	1
3	77	1
3	81	1
3	82	2
3	84	1
3	85	1
3	90	1
3	91	2
3	92	1
3	93	3
3	94	1
3	95	2
3	99	4
3	100	3
3	101	3
3	102	2
3	104	1
3	107	2
3	113	1
3	116	1
3	117	1
3	124	1
3	129	3
3	130	2
3	131	2
3	134	1
3	139	1
3	140	1
3	144	1
3	147	1
3	151	2
3	152	1
3	153	1
3	157	1
3	159	4
4	5	209
4	6	38
4	7	8
4	8	15
4	9	5
4	10	2
4	11	5
4	12	5
4	13	3
4	14	11
4	15	2
4	16	1
4	17	2
4	18	3
4	19	2
4	20	3
4	21	5
4	22	3
4	23	7
4	24	7
4	25	6
4	26	7
4	27	7
4	28	9
4	29	10
4	30	6
4	31	10
4	32	4
4	33	4
4	34	1
4	35	4
4	36	4
4	37	7
4	38	4
4	39	7
4	40	3
4	41	5
4	42	5
4	43	9
4	44	7
4	45	4
4	46	2
4	47	4
4	48	4
4	49	4
4	50	4
4	51	2
4	52	2
4	53	3
4	54	2
4	55	2
4	56	3
4	57	1
4	58	2
4	62	3
4	64	2
4	65	2
4	66	2
4	67	3
4	68	5
4	69	4
4	70	5
4	71	6
4	72	4
4	73	3
4	74	4
4	75	2
4	76	1
4	78	1
4	79	2
4	81	3
4	82	2
4	83	3
4	84	1
4	85	1
4	86	1
4	87	2
4	88	1
4	89	2
4	90	1
4	91	1
4	92	1
4	94	2
4	95	2
4	96	1
4	97	1
4	99	4
4	100	1
4	101	4
4	102	1
4	104	5
4	105	1
4	106	2
4	109	1
4	110	2
4	112	2
4	113	2
4	115	1
4	116	2
4	117	2
4	119	1
4	120	1
4	123	1
4	127	1
4	129	1
4	131	1
4	132	2
4	133	1
4	134	2
4	135	2
4	136	1
4	139	1
4	140	1
4	141	1
4	145	3
4	146	1
4	147	2
4	148	1
4	150	1
4	151	2
4	152	3
4	153	2
4	154	5
4	156	2
4	157	4
4	158	4
4	159	2
5	6	79
5	7	12
5	8	14
5	9	11
5	10	6
5	11	10
5	12	6
5	13	5
5	14	5
5	15	4
5	16	1
5	17	4
5	18	3
5	19	6
5	20	5
5	21	1
5	22	1
5	23	5
5	24	2
5	25	6
5	26	4
5	27	8
5	28	10
5	29	5
5	30	9
5	31	5
5	32	6
5	33	2
5	34	9
5	35	4
5	36	2
5	37	2
5	38	2
5	39	3
5	40	7
5	41	4
5	42	10
5	43	4
5	44	5
5	45	2
5	46	6
5	47	6
5	48	3
5	49	5
5	50	3
5	51	4
5	52	2
5	53	3
5	54	1
5	55	2
5	56	3
5	57	1
5	58	1
5	62	9
5	63	1
5	64	1
5	67	2
5	68	4
5	69	4
5	70	3
5	71	4
5	72	4
5	78	2
5	79	2
5	80	2
5	84	2
5	86	2
5	92	2
5	93	1
5	97	1
5	100	2
5	102	1
5	103	1
5	104	2
5	105	2
5	106	1
5	107	2
5	108	1
5	109	1
5	112	1
5	115	4
5	117	3
5	118	3
5	120	1
5	121	1
5	122	2
5	125	1
5	127	1
5	128	1
5	130	1
5	131	2
5	132	2
5	136	1
5	138	1
5	139	1
5	141	1
5	143	1
5	145	1
5	148	1
5	150	1
5	151	1
5	153	2
5	154	5
5	155	4
5	156	2
5	157	2
5	158	1
5	159	3
6	7	297
6	8	33
6	9	22
6	10	3
6	11	2
6	12	4
6	13	4
6	14	2
6	15	2
6	16	2
6	18	1
6	19	8
6	21	4
6	22	3
6	23	8
6	24	6
6	25	11
6	26	5
6	27	3
6	28	8
6	29	6
6	30	2
6	31	8
6	32	3
6	33	4
6	34	6
6	35	5
6	36	6
6	37	6
6	38	2
6	39	9
6	40	1
6	41	5
6	42	2
6	43	5
6	44	7
6	45	5
6	46	2
6	47	3
6	49	5
6	51	3
6	52	2
6	54	5
6	55	1
6	56	1
6	58	1
6	63	3
6	64	2
6	65	1
6	66	2
6	67	3
6	68	1
6	69	4
6	70	1
6	71	4
6	72	3
6	73	3
6	74	1
6	75	3
6	76	4
6	77	4
6	79	1
6	80	2
6	81	1
6	82	3
6	85	1
6	89	2
6	91	1
6	92	2
6	93	1
6	94	1
6	95	3
6	96	1
6	97	1
6	98	9
6	99	4
6	100	4
6	101	3
6	102	5
6	103	5
6	104	2
6	106	1
6	107	4
6	108	5
6	109	1
6	112	3
6	116	2
6	120	1
6	122	1
6	123	2
6	124	1
6	129	1
6	130	2
6	131	3
6	132	1
6	133	1
6	137	2
6	139	1
6	140	2
6	141	1
6	142	1
6	149	2
6	150	1
6	151	1
6	152	1
6	156	1
6	157	2
6	158	1
6	159	1
7	8	90
7	9	29
7	10	10
7	11	9
7	12	9
7	13	8
7	14	2
7	15	4
7	16	1
7	17	5
7	18	1
7	19	3
7	20	3
7	21	1
7	22	3
7	23	7
7	24	5
7	25	3
7	26	4
7	27	5
7	28	3
7	29	4
7	30	6
7	31	3
7	33	3
7	34	5
7	35	2
7	36	2
7	37	7
7	38	6
7	39	2
7	40	5
7	42	7
7	43	5
7	44	4
7	45	11
7	46	2
7	47	3
7	49	3
7	50	2
7	51	2
7	52	4
7	53	3
7	54	1
7	55	3
7	56	2
7	57	4
7	58	3
7	62	2
7	63	1
7	66	6
7	67	2
7	68	1
7	69	4
7	70	2
7	71	2
7	73	3
7	74	7
7	75	8
7	76	2
7	77	2
7	78	5
7	79	2
7	82	2
7	83	1
7	87	2
7	91	2
7	92	1
7	93	1
7	96	1
7	97	3
7	98	3
7	99	2
7	100	3
7	101	3
7	102	3
7	103	1
7	105	1
7	107	2
7	108	1
7	109	3
7	111	1
7	112	2
7	116	1
7	119	1
7	122	1
7	123	1
7	128	3
7	129	2
7	130	1
7	131	3
7	132	1
7	135	1
7	137	1
7	139	1
7	142	1
7	149	1
7	153	1
7	156	2
7	159	2
8	9	174
8	10	23
8	11	24
8	12	35
8	13	11
8	14	14
8	15	5
8	16	5
8	17	6
8	18	11
8	19	15
8	20	4
8	21	3
8	22	11
8	23	11
8	24	9
8	25	12
8	26	10
8	27	7
8	28	3
8	29	4
8	30	2
8	31	6
8	32	3
8	33	4
8	34	5
8	35	6
8	36	6
8	37	11
8	38	7
8	39	8
8	40	10
8	41	4
8	42	3
8	43	10
8	44	10
8	45	5
8	46	5
8	47	3
8	48	13
8	49	8
8	50	2
8	51	12
8	52	7
8	53	3
8	54	6
8	55	2
8	56	5
8	57	2
8	58	1
8	62	4
8	63	7
8	64	3
8	66	8
8	67	3
8	68	7
8	69	3
8	70	4
8	71	3
8	72	2
8	74	2
8	75	2
8	76	5
8	77	5
8	78	3
8	79	2
8	80	2
8	81	3
8	85	3
8	89	2
8	90	3
8	91	1
8	92	1
8	93	2
8	94	3
8	95	3
8	96	2
8	98	3
8	99	4
8	100	2
8	101	1
8	102	2
8	103	1
8	104	1
8	105	2
8	106	4
8	107	2
8	108	1
8	109	3
8	110	3
8	111	2
8	112	1
8	113	2
8	115	2
8	117	3
8	118	2
8	119	3
8	120	1
8	121	2
8	122	4
8	123	1
8	126	1
8	127	4
8	129	1
8	130	2
8	131	2
8	132	2
8	133	3
8	134	4
8	135	4
8	136	5
8	137	2
8	138	4
8	139	2
8	140	5
8	141	4
8	142	2
8	144	2
8	148	1
8	149	6
8	151	4
8	152	1
8	153	3
8	155	3
8	156	1
8	157	1
8	158	5
9	10	64
9	11	72
9	12	51
9	13	46
9	14	16
9	15	15
9	16	11
9	17	13
9	18	11
9	19	9
9	20	6
9	21	19
9	22	14
9	23	9
9	24	4
9	25	7
9	26	7
9	27	5
9	28	3
9	29	5
9	30	8
9	31	6
9	32	7
9	33	8
9	34	7
9	35	12
9	36	13
9	37	7
9	38	5
9	39	5
9	40	5
9	41	6
9	42	14
9	43	11
9	44	7
9	45	6
9	46	8
9	47	14
9	48	15
9	49	13
9	50	16
9	51	11
9	52	8
9	53	8
9	54	9
9	55	6
9	56	9
9	57	4
9	58	1
9	62	4
9	63	1
9	64	1
9	65	1
9	66	1
9	67	3
9	68	1
9	69	2
9	70	2
9	71	7
9	72	1
9	73	1
9	74	2
9	75	2
9	76	3
9	77	2
9	78	3
9	79	7
9	80	5
9	81	4
9	82	6
9	83	1
9	84	2
9	85	1
9	86	2
9	87	6
9	88	5
9	89	2
9	90	1
9	91	4
9	92	3
9	93	3
9	94	5
9	95	2
9	96	5
9	97	5
9	98	3
9	99	5
9	101	1
9	104	4
9	105	6
9	106	2
9	107	3
9	108	1
9	109	2
9	110	1
9	112	2
9	113	3
9	114	1
9	115	2
9	116	3
9	117	3
9	118	4
9	120	4
9	121	4
9	122	1
9	123	2
9	124	3
9	127	3
9	128	2
9	129	1
9	131	4
9	133	1
9	135	1
9	136	2
9	137	1
9	138	2
9	139	2
9	140	2
9	141	3
9	142	2
9	143	3
9	144	3
9	145	2
9	147	2
9	148	1
9	149	1
9	150	4
9	154	3
9	155	1
10	11	83
10	12	40
10	13	34
10	14	22
10	15	22
10	16	12
10	17	11
10	18	9
10	19	9
10	20	15
10	21	11
10	22	11
10	23	4
10	24	5
10	25	4
10	26	4
10	27	1
10	28	5
10	29	2
10	30	5
10	31	4
10	32	11
10	33	4
10	34	7
10	35	6
10	36	2
10	37	3
10	38	6
10	39	6
10	40	7
10	41	4
10	42	10
10	43	6
10	44	5
10	45	1
10	46	3
10	47	11
10	48	6
10	49	7
10	50	4
10	51	8
10	52	2
10	53	5
10	54	9
10	55	8
10	56	8
10	57	5
10	58	1
10	62	3
10	63	4
10	64	3
10	65	1
10	66	2
10	67	1
10	69	1
10	70	1
10	71	5
10	72	2
10	77	1
10	78	4
10	79	3
10	80	1
10	81	1
10	82	3
10	83	5
10	84	2
10	85	2
10	86	2
10	88	1
10	89	3
10	91	2
10	92	2
10	93	1
10	94	1
10	95	4
10	96	3
10	97	3
10	99	1
10	101	1
10	103	1
10	104	2
10	105	4
10	106	3
10	109	1
10	110	1
10	111	1
10	112	2
10	113	3
10	114	2
10	115	1
10	116	1
10	117	2
10	123	1
10	124	3
10	125	2
10	126	1
10	130	3
10	132	2
10	133	2
10	134	1
10	138	3
10	139	1
10	140	1
10	141	1
10	142	1
10	143	1
10	144	1
10	145	2
10	146	3
10	148	1
10	149	1
10	150	1
10	152	1
10	153	2
10	154	2
10	155	1
10	156	1
10	158	1
11	12	140
11	13	61
11	14	28
11	15	18
11	16	15
11	17	6
11	18	11
11	19	10
11	20	8
11	21	6
11	22	11
11	23	10
11	24	7
11	25	4
11	26	8
11	27	2
11	28	3
11	29	7
11	30	7
11	31	4
11	32	7
11	33	6
11	34	6
11	35	4
11	36	3
11	37	5
11	38	5
11	39	5
11	40	8
11	41	14
11	42	6
11	43	5
11	44	12
11	45	7
11	46	5
11	47	6
11	48	7
11	49	7
11	50	5
11	51	13
11	52	7
11	53	7
11	54	5
11	55	9
11	56	11
11	57	2
11	58	4
11	62	4
11	63	1
11	64	2
11	65	3
11	68	4
11	69	1
11	70	1
11	71	2
11	72	3
11	73	1
11	74	1
11	75	1
11	76	1
11	78	6
11	79	1
11	80	3
11	81	4
11	82	1
11	83	3
11	84	8
11	85	1
11	88	1
11	89	1
11	90	1
11	91	2
11	92	2
11	93	1
11	94	4
11	95	1
11	96	1
11	98	4
11	99	1
11	100	1
11	103	5
11	104	2
11	105	2
11	106	3
11	109	3
11	110	1
11	111	1
11	112	3
11	114	1
11	115	4
11	116	4
11	117	3
11	118	2
11	119	2
11	121	2
11	122	1
11	123	6
11	124	2
11	125	1
11	127	2
11	128	1
11	129	1
11	131	2
11	132	1
11	133	2
11	134	1
11	135	3
11	136	1
11	137	3
11	138	3
11	139	3
11	140	1
11	142	2
11	144	2
11	146	2
11	147	1
11	148	3
11	149	2
11	152	1
11	153	2
11	154	1
12	13	134
12	14	34
12	15	36
12	16	17
12	17	17
12	18	14
12	19	14
12	20	17
12	21	5
12	22	16
12	23	18
12	24	9
12	25	5
12	26	6
12	27	2
12	28	5
12	29	9
12	30	14
12	31	9
12	32	8
12	33	2
12	34	6
12	35	7
12	36	7
12	37	8
12	38	5
12	39	5
12	40	12
12	41	7
12	42	6
12	43	4
12	44	5
12	45	3
12	46	7
12	47	7
12	48	4
12	49	12
12	50	8
12	51	7
12	52	8
12	53	5
12	54	5
12	55	2
12	56	8
12	57	5
12	58	3
12	62	5
12	63	5
12	64	4
12	65	3
12	66	2
12	68	3
12	70	3
12	72	1
12	73	3
12	75	1
12	76	1
12	77	1
12	78	4
12	79	3
12	80	3
12	81	3
12	82	1
12	83	5
12	84	1
12	85	5
12	86	3
12	89	3
12	90	3
12	91	4
12	92	3
12	93	1
12	94	1
12	95	1
12	96	4
12	97	1
12	98	4
12	99	3
12	102	2
12	103	1
12	104	3
12	105	1
12	106	2
12	107	2
12	108	1
12	109	2
12	110	1
12	112	1
12	114	1
12	116	1
12	117	1
12	118	2
12	119	3
12	120	1
12	121	1
12	122	3
12	123	2
12	124	5
12	126	1
12	127	2
12	128	2
12	129	2
12	131	3
12	132	2
12	133	3
12	134	1
12	135	2
12	136	2
12	138	2
12	139	2
12	140	1
12	141	3
12	143	2
12	144	4
12	145	1
12	148	2
12	150	2
12	151	1
12	152	3
12	153	2
12	154	3
12	156	1
12	158	1
12	159	1
13	14	95
13	15	58
13	16	30
13	17	11
13	18	17
13	19	17
13	20	8
13	21	8
13	22	16
13	23	7
13	24	7
13	25	6
13	26	5
13	27	3
13	28	6
13	29	5
13	30	7
13	31	6
13	32	2
13	33	6
13	34	1
13	35	2
13	36	6
13	37	11
13	38	4
13	39	7
13	40	13
13	41	8
13	42	9
13	43	5
13	44	2
13	45	4
13	46	7
13	47	5
13	48	5
13	49	7
13	50	6
13	51	5
13	52	8
13	53	8
13	54	8
13	55	8
13	56	11
13	57	3
13	58	2
13	62	1
13	63	2
13	64	3
13	65	1
13	66	3
13	67	2
13	70	3
13	71	2
13	72	2
13	74	1
13	77	3
13	78	5
13	79	4
13	80	3
13	81	6
13	82	5
13	83	2
13	84	2
13	85	5
13	88	3
13	90	2
13	92	2
13	93	2
13	96	3
13	97	4
13	98	2
13	99	2
13	101	1
13	102	1
13	103	3
13	104	3
13	105	2
13	106	2
13	107	1
13	108	2
13	110	2
13	112	1
13	113	2
13	116	2
13	117	1
13	118	1
13	121	1
13	122	5
13	123	1
13	124	1
13	125	1
13	126	3
13	127	3
13	129	3
13	130	1
13	131	2
13	133	3
13	135	3
13	136	3
13	137	2
13	138	3
13	141	1
13	143	1
13	144	4
13	146	2
13	147	1
13	148	3
13	150	1
13	151	1
13	152	1
13	153	2
13	154	3
13	155	1
13	156	2
13	159	1
14	15	81
14	16	24
14	17	24
14	18	21
14	19	17
14	20	20
14	21	9
14	22	13
14	23	9
14	24	1
14	25	6
14	26	1
14	27	3
14	28	13
14	29	2
14	30	6
14	31	8
14	32	6
14	33	6
14	34	6
14	35	8
14	36	1
14	37	5
14	38	6
14	39	4
14	40	4
14	41	7
14	42	9
14	43	12
14	44	2
14	45	2
14	46	2
14	47	5
14	48	4
14	49	11
14	50	8
14	51	3
14	52	6
14	53	8
14	54	10
14	55	5
14	56	11
14	57	4
14	58	3
14	62	6
14	63	4
14	64	2
14	65	1
14	66	1
14	67	1
14	68	3
14	70	1
14	71	6
14	72	1
14	74	1
14	76	1
14	77	2
14	78	2
14	79	2
14	80	2
14	81	3
14	82	3
14	83	4
14	84	1
14	85	1
14	86	3
14	87	1
14	88	2
14	89	1
14	90	1
14	91	2
14	92	4
14	93	3
14	94	1
14	95	6
14	96	4
14	99	1
14	103	3
14	104	2
14	105	3
14	107	1
14	108	1
14	110	2
14	114	2
14	115	1
14	116	2
14	117	2
14	118	1
14	119	4
14	120	3
14	121	1
14	122	1
14	123	1
14	124	1
14	125	2
14	126	2
14	127	1
14	128	1
14	131	1
14	132	1
14	133	3
14	134	3
14	137	1
14	138	2
14	139	1
14	141	1
14	144	1
14	145	1
14	148	1
14	149	1
14	150	2
14	153	2
14	154	3
14	155	1
14	156	1
14	157	1
14	158	1
15	16	60
15	17	46
15	18	24
15	19	16
15	20	32
15	21	23
15	22	18
15	23	8
15	24	6
15	25	4
15	26	6
15	27	6
15	28	4
15	29	3
15	30	4
15	31	4
15	32	7
15	33	10
15	34	9
15	35	20
15	36	7
15	37	6
15	38	7
15	39	3
15	40	6
15	41	5
15	42	6
15	43	6
15	44	3
15	45	3
15	46	9
15	47	11
15	48	11
15	49	10
15	50	9
15	51	5
15	52	8
15	53	20
15	54	6
15	55	6
15	56	5
15	57	3
15	58	2
15	62	8
15	63	2
15	66	1
15	67	2
15	68	5
15	69	2
15	70	3
15	71	2
15	72	2
15	77	4
15	78	4
15	79	1
15	80	2
15	81	6
15	82	2
15	83	3
15	84	4
15	85	3
15	86	3
15	87	1
15	88	2
15	89	3
15	91	1
15	92	3
15	93	5
15	94	5
15	95	6
15	96	5
15	97	5
15	98	5
15	99	3
15	103	1
15	105	4
15	106	3
15	108	2
15	109	2
15	111	1
15	112	2
15	114	4
15	115	1
15	116	1
15	117	2
15	119	1
15	120	2
15	121	3
15	122	1
15	123	2
15	125	2
15	126	5
15	127	2
15	131	1
15	132	1
15	133	2
15	135	2
15	136	5
15	137	4
15	138	1
15	139	3
15	142	1
15	143	1
15	144	1
15	145	1
15	147	1
15	148	2
15	149	1
15	153	3
15	155	1
15	156	2
16	17	135
16	18	32
16	19	24
16	20	38
16	21	25
16	22	21
16	23	10
16	24	8
16	25	7
16	26	2
16	27	8
16	28	4
16	29	5
16	30	2
16	31	2
16	32	8
16	33	4
16	34	6
16	35	10
16	36	5
16	37	4
16	38	6
16	39	6
16	40	5
16	41	7
16	42	12
16	43	9
16	44	7
16	45	2
16	46	5
16	47	7
16	48	7
16	49	5
16	50	4
16	51	7
16	52	5
16	53	10
16	54	7
16	55	6
16	56	4
16	57	3
16	58	4
16	62	2
16	63	1
16	64	3
16	65	4
16	66	2
16	68	4
16	70	5
16	72	2
16	75	1
16	76	1
16	77	4
16	78	4
16	79	4
16	80	2
16	81	3
16	82	4
16	83	1
16	85	2
16	86	3
16	87	2
16	88	3
16	89	2
16	90	2
16	91	3
16	93	3
16	94	2
16	97	3
16	98	1
16	99	2
16	104	3
16	106	1
16	107	2
16	108	3
16	113	1
16	115	2
16	116	1
16	117	3
16	118	2
16	119	1
16	120	1
16	121	2
16	122	2
16	123	7
16	124	1
16	126	1
16	127	1
16	128	1
16	134	2
16	135	1
16	136	3
16	137	4
16	138	1
16	141	1
16	142	1
16	144	2
16	145	2
16	146	2
16	147	2
16	148	3
16	149	1
16	150	1
